id,name,specialty_id,specialty_name,clinic_id,experience_years,rating,symptoms,email
336,BS. Phan Tuấn Phương,16,Chấn thương chỉnh hình,15,4,4.8,"Gãy xương, bong gân, chấn thương thể thao",bs.c15.s16.336@medibook.vn
337,BS. Phạm Minh Yến,17,Phục hồi chức năng,15,5,4.5,"Vật lý trị liệu, phục hồi sau tai biến",bs.c15.s17.337@medibook.vn
338,BS. Bùi Hữu Phương,17,Phục hồi chức năng,15,14,4.5,"Vật lý trị liệu, phục hồi sau tai biến",bs.c15.s17.338@medibook.vn
339,BS. Nguyễn Đình Linh,18,Y học cổ truyền,15,9,4.0,"Châm cứu, bấm huyệt, bốc thuốc nam/bắc",bs.c15.s18.339@medibook.vn
340,BS. Ngô Xuân Phương,19,Nội tiết,15,20,4.5,"Tiểu đường, tuyến giáp, rối loạn chuyển hóa",bs.c15.s19.340@medibook.vn
341,BS. Lê Đức Linh,19,Nội tiết,15,28,4.2,"Tiểu đường, tuyến giáp, rối loạn chuyển hóa",bs.c15.s19.341@medibook.vn
342,BS. Đặng Tuấn Bình,20,Truyền nhiễm,15,10,4.1,"Sốt xuất huyết, viêm gan, bệnh nhiệt đới",bs.c15.s20.342@medibook.vn
343,BS. Trần Đức Cường,21,Dị ứng - Miễn dịch,15,25,4.1,"Dị ứng thời tiết, dị ứng thuốc, lupus",bs.c15.s21.343@medibook.vn
344,BS. Lý Ngọc Oanh,21,Dị ứng - Miễn dịch,15,29,4.7,"Dị ứng thời tiết, dị ứng thuốc, lupus",bs.c15.s21.344@medibook.vn
345,BS. Võ Tuấn Trang,22,Dinh dưỡng,15,28,4.4,"Tư vấn chế độ ăn, giảm cân, suy dinh dưỡng",bs.c15.s22.345@medibook.vn
346,BS. Lý Thanh Oanh,16,Chấn thương chỉnh hình,16,18,4.9,"Gãy xương, bong gân, chấn thương thể thao",bs.c16.s16.346@medibook.vn
347,BS. Võ Thành Trang,17,Phục hồi chức năng,16,26,4.1,"Vật lý trị liệu, phục hồi sau tai biến",bs.c16.s17.347@medibook.vn
348,BS. Vũ Thị Yến,5,Tiêu hóa,17,7,4.2,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c17.s5.348@medibook.vn
349,BS. Vũ Ngọc Lan,4,Cơ xương khớp,18,13,4.3,"Đau lưng, đau khớp, thoái hóa, gout",bs.c18.s4.349@medibook.vn
350,BS. Phạm Quang Tuấn,4,Cơ xương khớp,18,28,4.5,"Đau lưng, đau khớp, thoái hóa, gout",bs.c18.s4.350@medibook.vn
351,BS. Dương Hoài Hải,1,Nội tổng quát,19,5,4.6,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c19.s1.351@medibook.vn
352,BS. Đặng Đình Hải,2,Tim mạch,19,17,4.4,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c19.s2.352@medibook.vn
353,BS. Hoàng Thị Bình,3,Da liễu,19,20,4.3,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c19.s3.353@medibook.vn
354,BS. Hồ Hoài Hải,4,Cơ xương khớp,19,19,5.0,"Đau lưng, đau khớp, thoái hóa, gout",bs.c19.s4.354@medibook.vn
355,BS. Hoàng Tuấn Hùng,5,Tiêu hóa,19,10,4.9,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c19.s5.355@medibook.vn
356,BS. Lê Đình Trang,6,Tai Mũi Họng,19,23,4.8,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c19.s6.356@medibook.vn
357,BS. Ngô Hải Minh,6,Tai Mũi Họng,19,11,4.9,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c19.s6.357@medibook.vn
358,BS. Dương Đức Lan,7,Thần kinh,19,7,4.8,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c19.s7.358@medibook.vn
359,BS. Phạm Hữu Châu,7,Thần kinh,19,16,4.1,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c19.s7.359@medibook.vn
360,BS. Đặng Thanh Hùng,8,Nhi khoa,19,8,4.8,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c19.s8.360@medibook.vn
361,BS. Phan Hoài Dũng,8,Nhi khoa,19,25,4.2,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c19.s8.361@medibook.vn
362,BS. Đặng Đức Cường,9,Sản phụ khoa,19,30,4.5,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c19.s9.362@medibook.vn
363,BS. Phạm Thành Minh,1,Nội tổng quát,20,4,4.8,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c20.s1.363@medibook.vn
364,BS. Phan Hoài Phương,1,Nội tổng quát,20,23,4.9,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c20.s1.364@medibook.vn
365,BS. Nguyễn Văn Hương,2,Tim mạch,20,28,4.1,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c20.s2.365@medibook.vn
366,BS. Dương Thị Cường,3,Da liễu,20,29,4.7,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c20.s3.366@medibook.vn
367,BS. Ngô Hữu Thảo,4,Cơ xương khớp,20,11,4.3,"Đau lưng, đau khớp, thoái hóa, gout",bs.c20.s4.367@medibook.vn
368,BS. Vũ Hải Hải,4,Cơ xương khớp,20,20,4.5,"Đau lưng, đau khớp, thoái hóa, gout",bs.c20.s4.368@medibook.vn
369,BS. Hoàng Xuân Hương,5,Tiêu hóa,20,19,4.2,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c20.s5.369@medibook.vn
370,BS. Đỗ Thanh Khang,5,Tiêu hóa,20,21,4.5,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c20.s5.370@medibook.vn
371,BS. Nguyễn Ngọc Hòa,6,Tai Mũi Họng,20,28,4.8,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c20.s6.371@medibook.vn
372,BS. Vũ Hữu Trang,7,Thần kinh,20,10,4.3,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c20.s7.372@medibook.vn
373,BS. Hồ Ngọc Cường,7,Thần kinh,20,21,4.3,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c20.s7.373@medibook.vn
374,BS. Hoàng Đình Hương,8,Nhi khoa,20,12,4.2,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c20.s8.374@medibook.vn
375,BS. Trần Minh Hòa,8,Nhi khoa,20,19,4.5,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c20.s8.375@medibook.vn
376,BS. Bùi Tuấn Cường,9,Sản phụ khoa,20,3,4.1,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c20.s9.376@medibook.vn
377,BS. Lê Ngọc Phương,1,Nội tổng quát,21,13,4.3,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c21.s1.377@medibook.vn
378,BS. Ngô Thành Yến,1,Nội tổng quát,21,8,4.7,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c21.s1.378@medibook.vn
379,BS. Hồ Đức Hải,2,Tim mạch,21,26,4.0,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c21.s2.379@medibook.vn
380,BS. Bùi Quỳnh Hòa,3,Da liễu,21,21,4.1,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c21.s3.380@medibook.vn
381,BS. Lê Minh Thảo,4,Cơ xương khớp,21,23,4.9,"Đau lưng, đau khớp, thoái hóa, gout",bs.c21.s4.381@medibook.vn
382,BS. Dương Thị Hùng,4,Cơ xương khớp,21,25,4.1,"Đau lưng, đau khớp, thoái hóa, gout",bs.c21.s4.382@medibook.vn
383,BS. Trần Xuân Châu,5,Tiêu hóa,21,16,4.5,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c21.s5.383@medibook.vn
384,BS. Phạm Hoài Yến,6,Tai Mũi Họng,21,27,4.7,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c21.s6.384@medibook.vn
385,BS. Lê Thành Tuấn,6,Tai Mũi Họng,21,13,4.3,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c21.s6.385@medibook.vn
386,BS. Huỳnh Quỳnh Phương,7,Thần kinh,21,5,4.5,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c21.s7.386@medibook.vn
387,BS. Lý Tuấn Anh,7,Thần kinh,21,8,4.6,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c21.s7.387@medibook.vn
388,BS. Phạm Ngọc Hương,8,Nhi khoa,21,25,4.6,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c21.s8.388@medibook.vn
389,BS. Vũ Văn Tuấn,9,Sản phụ khoa,21,20,4.8,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c21.s9.389@medibook.vn
390,BS. Đỗ Thị Bình,9,Sản phụ khoa,21,29,4.7,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c21.s9.390@medibook.vn
391,BS. Nguyễn Minh Cường,1,Nội tổng quát,22,5,4.5,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c22.s1.391@medibook.vn
392,BS. Lý Thanh Hùng,2,Tim mạch,22,20,4.4,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c22.s2.392@medibook.vn
393,BS. Đỗ Hữu Châu,2,Tim mạch,22,17,4.5,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c22.s2.393@medibook.vn
394,BS. Hoàng Thành Trang,3,Da liễu,22,14,4.8,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c22.s3.394@medibook.vn
395,BS. Hồ Hoài Oanh,4,Cơ xương khớp,22,24,4.9,"Đau lưng, đau khớp, thoái hóa, gout",bs.c22.s4.395@medibook.vn
396,BS. Đặng Văn Phương,5,Tiêu hóa,22,21,4.9,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c22.s5.396@medibook.vn
397,BS. Dương Hữu Cường,5,Tiêu hóa,22,9,4.1,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c22.s5.397@medibook.vn
398,BS. Phan Hoài Minh,6,Tai Mũi Họng,22,13,4.9,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c22.s6.398@medibook.vn
399,BS. Hồ Quang Phương,6,Tai Mũi Họng,22,30,4.3,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c22.s6.399@medibook.vn
400,BS. Phạm Xuân Minh,7,Thần kinh,22,21,4.6,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c22.s7.400@medibook.vn
401,BS. Phạm Thành Hải,7,Thần kinh,22,16,4.3,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c22.s7.401@medibook.vn
402,BS. Huỳnh Đức Phương,8,Nhi khoa,22,22,4.7,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c22.s8.402@medibook.vn
403,BS. Bùi Tuấn Lan,9,Sản phụ khoa,22,18,4.9,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c22.s9.403@medibook.vn
404,BS. Bùi Hoài Hải,9,Sản phụ khoa,22,29,4.5,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c22.s9.404@medibook.vn
405,BS. Đặng Tuấn Châu,1,Nội tổng quát,23,26,4.4,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c23.s1.405@medibook.vn
406,BS. Phan Quỳnh Bình,2,Tim mạch,23,19,4.9,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c23.s2.406@medibook.vn
407,BS. Huỳnh Văn Hải,2,Tim mạch,23,7,4.8,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c23.s2.407@medibook.vn
408,BS. Phan Hoài Tuấn,3,Da liễu,23,17,4.1,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c23.s3.408@medibook.vn
409,BS. Đỗ Hoài Châu,4,Cơ xương khớp,23,23,4.9,"Đau lưng, đau khớp, thoái hóa, gout",bs.c23.s4.409@medibook.vn
410,BS. Đỗ Thanh Hòa,4,Cơ xương khớp,23,30,4.5,"Đau lưng, đau khớp, thoái hóa, gout",bs.c23.s4.410@medibook.vn
411,BS. Võ Tuấn Linh,5,Tiêu hóa,23,15,4.0,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c23.s5.411@medibook.vn
412,BS. Phan Đức Bình,6,Tai Mũi Họng,23,30,4.8,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c23.s6.412@medibook.vn
413,BS. Huỳnh Đình Anh,7,Thần kinh,23,22,4.8,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c23.s7.413@medibook.vn
414,BS. Hồ Hoài Thảo,8,Nhi khoa,23,9,4.5,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c23.s8.414@medibook.vn
415,BS. Nguyễn Quang Thảo,8,Nhi khoa,23,22,4.6,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c23.s8.415@medibook.vn
416,BS. Lê Ngọc Hùng,9,Sản phụ khoa,23,30,4.3,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c23.s9.416@medibook.vn
417,BS. Hoàng Quang Lan,9,Sản phụ khoa,23,30,4.8,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c23.s9.417@medibook.vn
418,BS. Nguyễn Hải Yến,1,Nội tổng quát,24,16,4.4,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c24.s1.418@medibook.vn
419,BS. Vũ Hải Khang,2,Tim mạch,24,18,4.9,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c24.s2.419@medibook.vn
420,BS. Đặng Hoài Cường,2,Tim mạch,24,8,4.3,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c24.s2.420@medibook.vn
421,BS. Huỳnh Hải Dũng,3,Da liễu,24,10,4.4,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c24.s3.421@medibook.vn
422,BS. Bùi Ngọc Hùng,3,Da liễu,24,17,4.9,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c24.s3.422@medibook.vn
423,BS. Lý Quỳnh Hương,4,Cơ xương khớp,24,30,4.7,"Đau lưng, đau khớp, thoái hóa, gout",bs.c24.s4.423@medibook.vn
424,BS. Hoàng Hữu Hương,5,Tiêu hóa,24,21,4.9,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c24.s5.424@medibook.vn
425,BS. Huỳnh Thành Linh,6,Tai Mũi Họng,24,23,5.0,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c24.s6.425@medibook.vn
426,BS. Nguyễn Thanh Hùng,6,Tai Mũi Họng,24,27,4.2,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c24.s6.426@medibook.vn
427,BS. Hoàng Đình Bình,7,Thần kinh,24,15,4.4,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c24.s7.427@medibook.vn
428,BS. Trần Quang Hương,8,Nhi khoa,24,13,4.8,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c24.s8.428@medibook.vn
429,BS. Vũ Minh Thảo,9,Sản phụ khoa,24,6,4.4,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c24.s9.429@medibook.vn
430,BS. Trần Đức Hải,1,Nội tổng quát,25,19,4.6,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c25.s1.430@medibook.vn
431,BS. Bùi Quỳnh Yến,2,Tim mạch,25,9,4.2,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c25.s2.431@medibook.vn
432,BS. Vũ Tuấn Minh,3,Da liễu,25,3,4.6,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c25.s3.432@medibook.vn
433,BS. Trần Xuân Hùng,4,Cơ xương khớp,25,4,4.6,"Đau lưng, đau khớp, thoái hóa, gout",bs.c25.s4.433@medibook.vn
434,BS. Nguyễn Thị Trang,4,Cơ xương khớp,25,15,4.1,"Đau lưng, đau khớp, thoái hóa, gout",bs.c25.s4.434@medibook.vn
435,BS. Phan Tuấn Anh,5,Tiêu hóa,25,24,4.1,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c25.s5.435@medibook.vn
436,BS. Phạm Quang Hòa,6,Tai Mũi Họng,25,6,4.8,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c25.s6.436@medibook.vn
437,BS. Phan Thành Hùng,6,Tai Mũi Họng,25,14,4.7,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c25.s6.437@medibook.vn
438,BS. Lý Quỳnh Hương,7,Thần kinh,25,10,4.0,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c25.s7.438@medibook.vn
439,BS. Hoàng Văn Oanh,8,Nhi khoa,25,26,4.1,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c25.s8.439@medibook.vn
440,BS. Dương Đức Hùng,8,Nhi khoa,25,6,4.8,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c25.s8.440@medibook.vn
441,BS. Bùi Xuân Trang,9,Sản phụ khoa,25,4,4.0,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c25.s9.441@medibook.vn
442,BS. Bùi Ngọc Châu,9,Sản phụ khoa,25,26,4.1,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c25.s9.442@medibook.vn
443,BS. Hồ Xuân Châu,1,Nội tổng quát,26,15,4.7,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c26.s1.443@medibook.vn
444,BS. Phạm Hữu Tuấn,2,Tim mạch,26,16,4.9,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c26.s2.444@medibook.vn
445,BS. Hồ Thành Thảo,3,Da liễu,26,30,4.7,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c26.s3.445@medibook.vn
446,BS. Phạm Quỳnh Bình,4,Cơ xương khớp,26,5,4.3,"Đau lưng, đau khớp, thoái hóa, gout",bs.c26.s4.446@medibook.vn
447,BS. Vũ Hải Dũng,4,Cơ xương khớp,26,25,4.7,"Đau lưng, đau khớp, thoái hóa, gout",bs.c26.s4.447@medibook.vn
448,BS. Lý Ngọc Phương,5,Tiêu hóa,26,20,4.9,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c26.s5.448@medibook.vn
449,BS. Lý Hoài Yến,6,Tai Mũi Họng,26,27,4.5,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c26.s6.449@medibook.vn
450,BS. Trần Quang Lan,7,Thần kinh,26,15,4.4,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c26.s7.450@medibook.vn
451,BS. Dương Thanh Tâm,7,Thần kinh,26,30,4.5,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c26.s7.451@medibook.vn
452,BS. Nguyễn Văn Phương,8,Nhi khoa,26,20,4.5,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c26.s8.452@medibook.vn
453,BS. Phan Hải Châu,8,Nhi khoa,26,29,4.1,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c26.s8.453@medibook.vn
454,BS. Lý Tuấn Thảo,9,Sản phụ khoa,26,6,4.8,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c26.s9.454@medibook.vn
455,BS. Bùi Ngọc Hải,9,Sản phụ khoa,26,14,4.7,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c26.s9.455@medibook.vn
456,BS. Hoàng Hoài Bình,1,Nội tổng quát,27,22,4.2,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c27.s1.456@medibook.vn
457,BS. Phan Thanh Hương,1,Nội tổng quát,27,27,4.4,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c27.s1.457@medibook.vn
458,BS. Hoàng Thanh Anh,2,Tim mạch,27,4,4.6,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c27.s2.458@medibook.vn
459,BS. Huỳnh Tuấn Tâm,2,Tim mạch,27,29,4.1,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c27.s2.459@medibook.vn
460,BS. Ngô Đình Lan,3,Da liễu,27,13,5.0,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c27.s3.460@medibook.vn
461,BS. Hoàng Xuân Hòa,3,Da liễu,27,29,4.7,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c27.s3.461@medibook.vn
462,BS. Phan Minh Hòa,4,Cơ xương khớp,27,14,4.9,"Đau lưng, đau khớp, thoái hóa, gout",bs.c27.s4.462@medibook.vn
463,BS. Phạm Thành Thảo,5,Tiêu hóa,27,21,4.6,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c27.s5.463@medibook.vn
464,BS. Đặng Quỳnh Bình,5,Tiêu hóa,27,6,4.0,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c27.s5.464@medibook.vn
465,BS. Phan Đức Cường,6,Tai Mũi Họng,27,11,4.1,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c27.s6.465@medibook.vn
466,BS. Trần Ngọc Châu,7,Thần kinh,27,30,4.7,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c27.s7.466@medibook.vn
467,BS. Vũ Quang Hải,8,Nhi khoa,27,15,4.4,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c27.s8.467@medibook.vn
468,BS. Trần Thị Hùng,8,Nhi khoa,27,30,4.8,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c27.s8.468@medibook.vn
469,BS. Phan Thành Hương,9,Sản phụ khoa,27,8,5.0,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c27.s9.469@medibook.vn
470,BS. Huỳnh Tuấn Oanh,9,Sản phụ khoa,27,4,4.4,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c27.s9.470@medibook.vn
471,BS. Võ Thị Dũng,1,Nội tổng quát,28,7,4.0,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c28.s1.471@medibook.vn
472,BS. Lý Thành Tâm,2,Tim mạch,28,5,4.8,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c28.s2.472@medibook.vn
473,BS. Vũ Hữu Oanh,2,Tim mạch,28,19,4.2,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c28.s2.473@medibook.vn
474,BS. Vũ Quỳnh Hương,3,Da liễu,28,13,4.4,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c28.s3.474@medibook.vn
475,BS. Lý Quang Anh,3,Da liễu,28,14,4.4,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c28.s3.475@medibook.vn
476,BS. Hồ Quỳnh Trang,4,Cơ xương khớp,28,20,4.7,"Đau lưng, đau khớp, thoái hóa, gout",bs.c28.s4.476@medibook.vn
477,BS. Đỗ Quang Oanh,4,Cơ xương khớp,28,4,4.3,"Đau lưng, đau khớp, thoái hóa, gout",bs.c28.s4.477@medibook.vn
478,BS. Phạm Hữu Khang,5,Tiêu hóa,28,23,4.1,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c28.s5.478@medibook.vn
479,BS. Phan Quang Bình,6,Tai Mũi Họng,28,5,4.7,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c28.s6.479@medibook.vn
480,BS. Bùi Thị Linh,7,Thần kinh,28,8,4.8,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c28.s7.480@medibook.vn
481,BS. Võ Xuân Phương,7,Thần kinh,28,15,4.4,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c28.s7.481@medibook.vn
482,BS. Nguyễn Hải Hòa,8,Nhi khoa,28,26,4.6,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c28.s8.482@medibook.vn
483,BS. Đặng Thành Hải,9,Sản phụ khoa,28,12,4.8,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c28.s9.483@medibook.vn
484,BS. Nguyễn Thanh Cường,1,Nội tổng quát,29,7,4.7,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c29.s1.484@medibook.vn
485,BS. Đặng Hải Thảo,1,Nội tổng quát,29,30,4.6,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c29.s1.485@medibook.vn
486,BS. Hồ Quang Khang,2,Tim mạch,29,9,4.7,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c29.s2.486@medibook.vn
487,BS. Hoàng Hữu Cường,3,Da liễu,29,29,4.3,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c29.s3.487@medibook.vn
488,BS. Trần Hoài Khang,3,Da liễu,29,20,4.1,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c29.s3.488@medibook.vn
489,BS. Phan Tuấn Tâm,4,Cơ xương khớp,29,14,4.1,"Đau lưng, đau khớp, thoái hóa, gout",bs.c29.s4.489@medibook.vn
490,BS. Lê Quỳnh Hương,5,Tiêu hóa,29,17,4.3,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c29.s5.490@medibook.vn
491,BS. Đỗ Thành Dũng,5,Tiêu hóa,29,3,4.3,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c29.s5.491@medibook.vn
492,BS. Đỗ Hữu Dũng,6,Tai Mũi Họng,29,17,4.4,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c29.s6.492@medibook.vn
493,BS. Phạm Hữu Hòa,6,Tai Mũi Họng,29,30,4.8,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c29.s6.493@medibook.vn
494,BS. Lê Quỳnh Anh,7,Thần kinh,29,3,4.8,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c29.s7.494@medibook.vn
495,BS. Võ Quang Khang,8,Nhi khoa,29,27,4.1,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c29.s8.495@medibook.vn
496,BS. Hoàng Thanh Oanh,9,Sản phụ khoa,29,15,4.4,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c29.s9.496@medibook.vn
497,BS. Huỳnh Thành Oanh,9,Sản phụ khoa,29,8,4.2,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c29.s9.497@medibook.vn
498,BS. Trần Minh Yến,1,Nội tổng quát,30,11,4.4,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c30.s1.498@medibook.vn
499,BS. Đỗ Xuân Yến,1,Nội tổng quát,30,4,5.0,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c30.s1.499@medibook.vn
500,BS. Võ Đình Khang,2,Tim mạch,30,15,4.7,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c30.s2.500@medibook.vn
501,BS. Võ Xuân Lan,2,Tim mạch,30,14,4.8,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c30.s2.501@medibook.vn
502,BS. Nguyễn Quang Minh,3,Da liễu,30,10,4.1,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c30.s3.502@medibook.vn
